sensor,ts_ns,x,y,z,w
acc,927633012718385,0.15083471,3.2441432,7.529764,0.0
gyr,927633010723750,0.054367006,-0.028710667,-0.08307768,0.0
gyr,927633012722174,0.04337143,-0.029932396,-0.08124508,0.0
acc,927633014724023,0.14844051,3.2680852,7.536947,0.0
gyr,927633014724023,0.032375857,-0.034208454,-0.08002335,0.0
acc,927633016717760,0.1436521,3.2800562,7.5345526,0.0
gyr,927633016724648,0.028099801,-0.037873644,-0.07880162,0.0
acc,927633018724453,0.15083471,3.3159695,7.5465236,0.0
rotVec,927633018724453,0.016330572,-0.16497777,-0.98609734,0.011300629
linAcc,927633018724453,0.43011206,0.121576786,-1.7210679,0.0
gyr,927633018724453,0.014660766,-0.04153884,-0.076358154,0.0
acc,927633020723710,0.1364695,3.3518825,7.536947,0.0
gyr,927633020723710,0.0030543262,-0.042760566,-0.07574729,0.0
acc,927633022722929,0.1388637,3.3854012,7.548918,0.0
gyr,927633022722929,-0.005497787,-0.049480084,-0.07391469,0.0
acc,927633024722265,0.14604631,3.3997664,7.5704656,0.0
gyr,927633024722265,-0.017715093,-0.05131268,-0.07269296,0.0
acc,927633026721093,0.14844051,3.4284968,7.5968018,0.0
rotVec,927633026721093,0.016081423,-0.1649809,-0.9861121,0.010282961
linAcc,927633026721093,0.4261961,0.23437214,-1.670927,0.0
gyr,927633026721093,-0.02687807,-0.05497787,-0.070249505,0.0
acc,927633028702330,0.1604115,3.4572272,7.608773,0.0
gyr,927633028720664,-0.03726278,-0.056199603,-0.06841691,0.0
acc,927633030720039,0.16280572,3.4835634,7.6231384,0.0
gyr,927633030720039,-0.05131268,-0.059253927,-0.06780604,0.0
acc,927633032697095,0.17238252,3.4979286,7.644686,0.0
gyr,927633032718984,-0.058643065,-0.06780604,-0.06658431,0.0
acc,927633034718476,0.17717093,3.514688,7.666234,0.0
rotVec,927633034718476,0.01588984,-0.16480733,-0.98614734,0.009977314
linAcc,927633034718476,0.4522551,0.32394052,-1.6027384,0.0
gyr,927633034718476,-0.0720821,-0.07391469,-0.06719518,0.0
acc,927633036708502,0.18435353,3.5290532,7.6734166,0.0
acc,927633038716914,0.19871874,3.550601,7.702147,0.0
gyr,927633036717382,-0.07941248,-0.080634214,-0.064751714,0.0
gyr,927633038716914,-0.08368854,-0.08735373,-0.064751714,0.0
acc,927633040716796,0.21787235,3.5625722,7.7332716,0.0
gyr,927633040716796,-0.093462385,-0.0983493,-0.062308256,0.0
acc,927633042715585,0.23463176,3.5649664,7.759608,0.0
rotVec,927633042715585,0.015498109,-0.16449162,-0.9862148,0.009097462
linAcc,927633042715585,0.5050601,0.38045168,-1.5116448,0.0
gyr,927633042715585,-0.103847094,-0.10629055,-0.061086524,0.0
acc,927633044702252,0.24660277,3.560178,7.7691846,0.0
gyr,927633044714765,-0.11362094,-0.11728613,-0.06169739,0.0
acc,927633046714179,0.25139117,3.572149,7.788338,0.0
gyr,927633046714179,-0.12156218,-0.1282817,-0.06169739,0.0
acc,927633048700689,0.24660277,3.5769374,7.8170686,0.0
gyr,927633048713906,-0.12889257,-0.13622294,-0.06047566,0.0
acc,927633050714296,0.24660277,3.58412,7.8386164,0.0
rotVec,927633050714296,0.015052945,-0.1640309,-0.98630124,0.00878296
linAcc,927633050714296,0.50953984,0.4084115,-1.4358721,0.0
gyr,927633050714296,-0.13561209,-0.14782938,-0.062308256,0.0
acc,927633052713632,0.24660277,3.596091,7.867347,0.0
gyr,927633052713632,-0.1441642,-0.15882497,-0.062308256,0.0
acc,927633054713359,0.22984336,3.6056678,7.929596,0.0
gyr,927633054713359,-0.14782938,-0.16554448,-0.061086524,0.0
acc,927633056713359,0.21547815,3.6104562,7.967903,0.0
gyr,927633056713359,-0.15393804,-0.17715092,-0.0580322,0.0
acc,927633058713320,0.20829555,3.6224272,8.049306,0.0
rotVec,927633058713320,0.014447406,-0.16345933,-0.98640823,0.008444831
linAcc,927633058713320,0.46073154,0.4576323,-1.2292032,0.0
gyr,927633058713320,-0.15577064,-0.18325958,-0.058643065,0.0
acc,927633060713398,0.19632454,3.6296098,8.12592,0.0
gyr,927633060713398,-0.15821409,-0.19181168,-0.055588737,0.0
acc,927633062714140,0.17717093,3.6104562,8.207323,0.0
gyr,927633062714140,-0.15882497,-0.20280726,-0.053145275,0.0
acc,927633064708306,0.17717093,3.5865142,8.269572,0.0
gyr,927633064714257,-0.15821409,-0.21074851,-0.052534413,0.0
acc,927633066714179,0.16998832,3.5673606,8.312668,0.0
rotVec,927633066714179,0.013505829,-0.16285641,-0.986533,0.006931682
linAcc,927633066714179,0.40917403,0.41438818,-0.9702158,0.0
gyr,927633066714179,-0.15271631,-0.21380283,-0.050701816,0.0
acc,927633068713984,0.16759412,3.5434184,8.358158,0.0
gyr,927633068713984,-0.15454891,-0.22052236,-0.05009095,0.0
acc,927633070714453,0.15562311,3.526659,8.389283,0.0
gyr,927633070714453,-0.15088372,-0.22418754,-0.049480084,0.0
acc,927633072714218,0.18914193,3.490746,8.4108305,0.0
gyr,927633072714218,-0.14477506,-0.22296582,-0.05009095,0.0
acc,927633074713515,0.24899697,3.4811692,8.396465,0.0
rotVec,927633074713515,0.012664665,-0.16226491,-0.9866439,0.0065986137
linAcc,927633074713515,0.4730748,0.33948612,-0.8906231,0.0
gyr,927633074713515,-0.14294247,-0.22418754,-0.051923547,0.0
acc,927633076711275,0.29448682,3.4859576,8.415619,0.0
gyr,927633076713203,-0.14049901,-0.2284636,-0.053145275,0.0
acc,927633078712734,0.29688102,3.4859576,8.432379,0.0
gyr,927633078712734,-0.13927728,-0.22968534,-0.05497787,0.0
acc,927633080712773,0.2777274,3.4835634,8.477868,0.0
gyr,927633080712773,-0.13561209,-0.23335053,-0.057421334,0.0
acc,927633082711757,0.24899697,3.4859576,8.535329,0.0
rotVec,927633082711757,0.011628061,-0.16172929,-0.98675275,0.005236515
linAcc,927633082711757,0.45742992,0.3547392,-0.75565624,0.0
gyr,927633082711757,-0.13133603,-0.23762658,-0.058643065,0.0
acc,927633084710703,0.21068975,3.4931402,8.595184,0.0
gyr,927633084710703,-0.13133603,-0.24190263,-0.059253927,0.0
acc,927633086710273,0.19393034,3.4955344,8.6334915,0.0
gyr,927633086710273,-0.13072516,-0.24373524,-0.059864793,0.0
acc,927633088710273,0.19871874,3.5170822,8.674192,0.0
gyr,927633088710273,-0.12705997,-0.24495697,-0.0580322,0.0
acc,927633090710507,0.19871874,3.5529952,8.710106,0.0
rotVec,927633090710507,0.010708353,-0.1612181,-0.98684883,0.0048534297
linAcc,927633090710507,0.39063615,0.43154097,-0.58452034,0.0
gyr,927633090710507,-0.12644911,-0.24007004,-0.055588737,0.0
acc,927633092709921,0.19153613,3.5817258,8.760384,0.0
gyr,927633092709921,-0.12705997,-0.23579398,-0.05375614,0.0
acc,927633094708476,0.19632454,3.6152446,8.813056,0.0
gyr,927633094708476,-0.124005646,-0.22357668,-0.048258353,0.0
acc,927633096706640,0.19153613,3.6463692,8.870518,0.0
gyr,927633096706640,-0.12034045,-0.21563543,-0.04337143,0.0
acc,927633098705000,0.19393034,3.6535518,8.887277,0.0
rotVec,927633098705000,0.00976296,-0.1608445,-0.9869212,0.0045259483
linAcc,927633098705000,0.36863184,0.53925323,-0.4100895,0.0
gyr,927633098705000,-0.118507855,-0.21319197,-0.039095376,0.0
acc,927633100703710,0.20590134,3.6774938,8.913613,0.0
gyr,927633100703710,-0.11301007,-0.2003638,-0.03359759,0.0
acc,927633102702109,0.21068975,3.70383,8.954314,0.0
gyr,927633102702109,-0.10995574,-0.18997909,-0.02565634,0.0
acc,927633104699335,0.21068975,3.70383,8.985439,0.0
gyr,927633104699335,-0.103847094,-0.18020524,-0.020158553,0.0
acc,927633106697617,0.20590134,3.7181952,9.021352,0.0
rotVec,927633106697617,0.008634905,-0.16083731,-0.9869367,0.0035821502
linAcc,927633106697617,0.36174786,0.60424685,-0.27646637,0.0
gyr,927633106697617,-0.0983493,-0.1704314,-0.012217305,0.0
acc,927633108686470,0.19871874,3.7205894,9.0476885,0.0
gyr,927633108695429,-0.09407325,-0.16187929,-0.008552114,0.0
acc,927633110693437,0.20590134,3.7181952,9.0716305,0.0
gyr,927633110693437,-0.089186326,-0.15393804,-6.1086525E-4,0.0
gyr,927633112691445,-0.08124508,-0.14538592,0.0030543262,0.0
acc,927633112691445,0.21547815,3.7134068,9.090784,0.0
acc,927633114691289,0.22026655,3.715801,9.112331,0.0
rotVec,927633114691289,0.0076078046,-0.16119686,-0.9868866,0.0035371403
linAcc,927633114691289,0.35634097,0.59512997,-0.1835432,0.0
gyr,927633114691289,-0.07452556,-0.14110987,0.009773844,0.0
acc,927633116690078,0.22026655,3.7181952,9.124303,0.0
gyr,927633116690078,-0.069027774,-0.13805555,0.013439035,0.0
acc,927633118688906,0.22266077,3.7110126,9.126697,0.0
gyr,927633118688906,-0.06291912,-0.13316862,0.016493361,0.0
acc,927633120687343,0.22026655,3.7086184,9.124303,0.0
gyr,927633120687343,-0.055588737,-0.1301143,0.021380283,0.0
acc,927633122686679,0.21068975,3.7110126,9.121908,0.0
rotVec,927633122686679,0.006235476,-0.16190954,-0.98678446,0.001745068
linAcc,927633122686679,0.32583016,0.57718587,-0.1698227,0.0
gyr,927633122686679,-0.05009095,-0.12583824,0.02565634,0.0
acc,927633124685390,0.19871874,3.691859,9.121908,0.0
gyr,927633124685390,-0.04153884,-0.12095132,0.03176499,0.0
acc,927633126683906,0.18914193,3.6727054,9.126697,0.0
gyr,927633126683906,-0.03176499,-0.11728613,0.035430185,0.0
acc,927633128675220,0.17956513,3.6631286,9.129091,0.0
gyr,927633128683320,-0.023823744,-0.10934488,0.03848451,0.0
acc,927633130682773,0.16998832,3.6511576,9.13388,0.0
rotVec,927633130682773,0.0051558246,-0.16288948,-0.98662907,0.0019020453
linAcc,927633130682773,0.2636823,0.49888253,-0.15184975,0.0
gyr,927633130682773,-0.015271631,-0.105068825,0.04337143,0.0
acc,927633132682851,0.1604115,3.643975,9.14585,0.0
gyr,927633132682851,-0.010995574,-0.10262536,0.047036625,0.0
acc,927633134683007,0.16759412,3.6248214,9.138668,0.0
gyr,927633134683007,-6.1086525E-4,-0.09468412,0.04886922,0.0
acc,927633136672603,0.17238252,3.620033,9.14585,0.0
gyr,927633136682617,0.004886922,-0.087964594,0.055588737,0.0
acc,927633138682734,0.17717093,3.6248214,9.150639,0.0
rotVec,927633138682734,0.004106502,-0.16410089,-0.9864328,0.002140735
linAcc,927633138682734,0.24973017,0.44975615,-0.12751198,0.0
gyr,927633138682734,0.013439035,-0.08002335,0.057421334,0.0
acc,927633140682578,0.17956513,3.6296098,9.153033,0.0
gyr,927633140682578,0.015882496,-0.077579886,0.06047566,0.0
acc,927633142682851,0.19871874,3.6487634,9.148245,0.0
gyr,927633142682851,0.022602014,-0.06658431,0.06352998,0.0
acc,927633144683085,0.21547815,3.6535518,9.126697,0.0
gyr,927633144683085,0.029932396,-0.057421334,0.065973446,0.0
acc,927633146682226,0.22266077,3.6583402,9.119514,0.0
rotVec,927633146682226,0.0028281214,-0.1654892,-0.98620737,6.8955024E-4
linAcc,927633146682226,0.27512637,0.45728064,-0.14983654,0.0
gyr,927633146682226,0.032375857,-0.043982297,0.0720821,0.0
gyr,927633148681093,0.035430185,-0.03176499,0.07513642,0.0
acc,927633148681093,0.21787235,3.667917,9.124303,0.0
acc,927633150681367,0.23463176,3.6846764,9.119514,0.0
gyr,927633150681367,0.03726278,-0.017104227,0.077579886,0.0
acc,927633152680156,0.24660277,3.6990416,9.114726,0.0
gyr,927633152680156,0.03970624,-0.0030543262,0.08368854,0.0
acc,927633154680039,0.24660277,3.7134068,9.11712,0.0
rotVec,927633154680039,0.0019852838,-0.16698758,-0.98595643,0.0010979851
linAcc,927633154680039,0.28139782,0.48418164,-0.14253902,0.0
gyr,927633154680039,0.039095376,0.013439035,0.08735373,0.0
acc,927633156680664,0.23702596,3.7253778,9.112331,0.0
gyr,927633156680664,0.040927973,0.029321533,0.092240654,0.0
acc,927633158680781,0.24181437,3.739743,9.105149,0.0
gyr,927633158680781,0.040927973,0.04153884,0.09590584,0.0
acc,927633160680898,0.23942018,3.7421372,9.102755,0.0
gyr,927633160680898,0.04337143,0.047647487,0.09712757,0.0
acc,927633162680742,0.24420857,3.7588966,9.093178,0.0
rotVec,927633162680742,-6.496854E-4,0.16855147,0.9856898,0.0023824014
linAcc,927633162680742,0.26464456,0.5003836,-0.15625858,0.0
gyr,927633162680742,0.039095376,0.059253927,0.1020145,0.0
acc,927633164681171,0.22744916,3.7588966,9.085996,0.0
gyr,927633164681171,0.03726278,0.06963864,0.10629055,0.0
acc,927633166681757,0.21068975,3.7541082,9.083601,0.0
gyr,927633166681757,0.037873644,0.07941248,0.11178834,0.0
acc,927633168682500,0.20111294,3.7421372,9.085996,0.0
gyr,927633168682500,0.035430185,0.08246681,0.116675265,0.0
acc,927633170683359,0.18195933,3.7445314,9.093178,0.0
rotVec,927633170683359,-1.4490407E-4,0.17010362,0.9854246,0.0017783775
linAcc,927633170683359,0.19069314,0.4568708,-0.14595604,0.0
gyr,927633170683359,0.032375857,0.087964594,0.11911872,0.0
acc,927633172683828,0.15562311,3.7325604,9.100361,0.0
gyr,927633172683828,0.029932396,0.092240654,0.12461651,0.0
acc,927633174684609,0.1412579,3.7181952,9.109938,0.0
gyr,927633174684609,0.027488936,0.093462385,0.12889257,0.0
acc,927633176685468,0.11971009,3.7110126,9.138668,0.0
gyr,927633176685468,0.02443461,0.09468412,0.13133603,0.0
acc,927633178686328,0.110133275,3.70383,9.160215,0.0
rotVec,927633178686328,2.5567747E-4,0.17159437,0.985167,0.001100952
linAcc,927633178686328,0.10889827,0.3882134,-0.06892681,0.0
gyr,927633178686328,0.02321288,0.09773844,0.13683382,0.0
acc,927633180687500,0.110133275,3.6966474,9.167398,0.0
gyr,927633180687500,0.020158553,0.09896017,0.1386664,0.0
acc,927633182688085,0.095768064,3.6894648,9.167398,0.0
gyr,927633182688085,0.019547688,0.09712757,0.14355333,0.0
acc,927633184687968,0.090979666,3.6631286,9.181764,0.0
gyr,927633184687968,0.018936822,0.08979719,0.14660765,0.0
acc,927633186687539,0.076614454,3.6487634,9.208099,0.0
rotVec,927633186687539,0.001301426,0.17298163,0.9849144,0.0043876
linAcc,927633186687539,0.06636025,0.30709195,-0.01163578,0.0
gyr,927633186687539,0.017104227,0.08674286,0.15149458,0.0
acc,927633188686757,0.076614454,3.643975,9.215282,0.0
gyr,927633188686757,0.014660766,0.08002335,0.15393804,0.0
acc,927633190687226,0.08140286,3.6272156,9.241618,0.0
gyr,927633190687226,0.014049901,0.0720821,0.15699236,0.0
acc,927633192686406,0.079008654,3.6296098,9.241618,0.0
gyr,927633192686406,0.013439035,0.06291912,0.16126843,0.0
acc,927633194686562,0.074220255,3.6224272,9.267955,0.0
rotVec,927633194686562,0.0016770719,0.17425928,0.98469174,0.003622522
linAcc,927633194686562,0.05421193,0.25682902,0.05694294,0.0
gyr,927633194686562,0.01282817,0.055588737,0.16432275,0.0
acc,927633196683541,0.09816227,3.596091,9.294291,0.0
gyr,927633196686328,0.014660766,0.052534413,0.16676621,0.0
acc,927633198686328,0.10295067,3.5769374,9.301474,0.0
gyr,927633198686328,0.015271631,0.04520403,0.17104226,0.0
acc,927633200685390,0.10055647,3.560178,9.313444,0.0
gyr,927633200685390,0.014660766,0.039095376,0.17592919,0.0
acc,927633202686328,0.12689269,3.5362358,9.346964,0.0
rotVec,927633202686328,0.002380809,0.17533801,0.9844957,0.0043880558
linAcc,927633202686328,0.09601148,0.15039253,0.14340496,0.0
gyr,927633202686328,0.016493361,0.039095376,0.17531833,0.0
acc,927633204686835,0.15801731,3.5098996,9.3661175,0.0
gyr,927633204686835,0.016493361,0.03481932,0.17959438,0.0
acc,927633206687460,0.19153613,3.4811692,9.392453,0.0
gyr,927633206687460,0.017715093,0.030543262,0.18142697,0.0
acc,927633208686718,0.20590134,3.4524388,9.442732,0.0
gyr,927633208686718,0.019547688,0.02687807,0.1826487,0.0
acc,927633210686796,0.23223756,3.4284968,9.478644,0.0
rotVec,927633210686796,0.00279435,0.17608836,0.98436385,0.0035838883
linAcc,927633210686796,0.19066568,0.028628826,0.2802992,0.0
gyr,927633210686796,0.019547688,0.02443461,0.18570304,0.0
acc,927633212686445,0.2633622,3.3925838,9.526528,0.0
gyr,927633212686445,0.022602014,0.018936822,0.18570304,0.0
acc,927633214685898,0.2825158,3.359065,9.586384,0.0
gyr,927633214685898,0.023823744,0.018325957,0.1881465,0.0
acc,927633216685156,0.30166942,3.3327289,9.624691,0.0
gyr,927633216685156,0.023823744,0.013439035,0.18875736,0.0
acc,927633218684843,0.31603462,3.3063924,9.677363,0.0
rotVec,927633218684843,0.0031954304,0.17653029,0.9842861,0.0027734046
linAcc,927633218684843,0.26394898,-0.10171628,0.48212242,0.0
gyr,927633218684843,0.028099801,0.013439035,0.1863139,0.0
acc,927633220683984,0.320823,3.2968156,9.7084875,0.0
gyr,927633220683984,0.032375857,0.004276057,0.18448131,0.0
acc,927633222682851,0.32561144,3.2848446,9.727641,0.0
gyr,927633222682851,0.032986723,0.0012217305,0.18509217,0.0
acc,927633224682929,0.32321724,3.2632968,9.758766,0.0
gyr,927633224682929,0.036651913,-0.007941248,0.1826487,0.0
acc,927633226682265,0.3184288,3.2465374,9.770737,0.0
rotVec,927633226682265,0.004144767,0.1767765,0.98422885,0.0051526367
linAcc,927633226682265,0.2562834,-0.16637087,0.57733727,0.0
gyr,927633226682265,0.037873644,-0.014660766,0.18142697,0.0
acc,927633228681523,0.31364042,3.2273839,9.792285,0.0
gyr,927633228681523,0.0421497,-0.022602014,0.18142697,0.0
acc,927633230681093,0.30406362,3.2106245,9.794679,0.0
gyr,927633230681093,0.04337143,-0.034208454,0.17837265,0.0
acc,927633232680078,0.30406362,3.1914709,9.8042555,0.0
gyr,927633232680078,0.043982297,-0.044593163,0.17654006,0.0
acc,927633234679648,0.30406362,3.181894,9.818622,0.0
rotVec,927633234679648,0.0046038693,0.17694141,0.98420066,0.004427219
linAcc,927633234679648,0.23055741,-0.23408055,0.6264458,0.0
gyr,927633234679648,0.043982297,-0.055588737,0.17592919,0.0
acc,927633236679570,0.3184288,3.1794999,9.844957,0.0
gyr,927633236679570,0.045814894,-0.06291912,0.17348573,0.0
acc,927633238679453,0.32800564,3.1747115,9.856929,0.0
gyr,927633238679453,0.047036625,-0.06963864,0.172264,0.0
acc,927633240678945,0.34237084,3.1747115,9.885659,0.0
gyr,927633240678945,0.047036625,-0.08124508,0.16982053,0.0
acc,927633242677812,0.34476504,3.1771057,9.904813,0.0
rotVec,927633242677812,0.0054146396,0.17701901,0.9841805,0.004876338
linAcc,927633242677812,0.2571764,-0.24041533,0.71333504,0.0
gyr,927633242677812,0.047647487,-0.08307768,0.16737708,0.0
acc,927633244676562,0.35194764,3.193865,9.928755,0.0
gyr,927633244676562,0.05009095,-0.089186326,0.16676621,0.0
acc,927633246675117,0.35673606,3.217807,9.983821,0.0
gyr,927633246675117,0.048258353,-0.093462385,0.1600467,0.0
acc,927633248674101,0.34955344,3.2513258,10.0269165,0.0
gyr,927633248674101,0.052534413,-0.1001819,0.15699236,0.0
acc,927633250673476,0.34715924,3.2752678,10.081984,0.0
rotVec,927633250673476,0.006111909,0.17703605,0.9841763,0.0042587686
linAcc,927633250673476,0.24396895,-0.14255977,0.8907814,0.0
gyr,927633250673476,0.055588737,-0.10629055,0.15332718,0.0
acc,927633252672617,0.34955344,3.2920272,10.1226845,0.0
gyr,927633252672617,0.057421334,-0.11178834,0.14844026,0.0
acc,927633254672460,0.33758244,3.3255463,10.141838,0.0
gyr,927633254672460,0.059864793,-0.12095132,0.14355333,0.0
acc,927633256673203,0.32561144,3.3566709,10.172963,0.0
gyr,927633256673203,0.06658431,-0.12950343,0.1386664,0.0
acc,927633258673710,0.32561144,3.3854012,10.196905,0.0
rotVec,927633258673710,0.0068741464,0.17705084,0.9841707,0.0037288058
linAcc,927633258673710,0.20586939,-0.032684565,1.0060005,0.0
gyr,927633258673710,0.07086037,-0.13927728,0.13316862,0.0
acc,927633260673867,0.33039984,3.41892,10.216059,0.0
gyr,927633260673867,0.076358154,-0.14477506,0.1282817,0.0
acc,927633262674335,0.33997664,3.4332852,10.230424,0.0
gyr,927633262674335,0.080634214,-0.15271631,0.12217305,0.0
acc,927633264674882,0.34715924,3.4715924,10.232818,0.0
gyr,927633264674882,0.08674286,-0.15577064,0.12095132,0.0
acc,927633266675507,0.37349546,3.5003228,10.235212,0.0
rotVec,927633266675507,0.007970625,0.17712463,0.98414487,0.00470757
linAcc,927633266675507,0.23599793,0.080668926,1.0451393,0.0
gyr,927633266675507,0.09407325,-0.16310102,0.11484267,0.0
acc,927633268675976,0.39743748,3.526659,10.240001,0.0
gyr,927633268675976,0.099571034,-0.17104226,0.10751228,0.0
acc,927633270676914,0.4237737,3.5529952,10.254366,0.0
gyr,927633270676914,0.105068825,-0.1740966,0.1001819,0.0
acc,927633272676953,0.45010993,3.572149,10.268731,0.0
gyr,927633272676953,0.115453534,-0.18020524,0.09285152,0.0
acc,927633274677421,0.48841715,3.5865142,10.271125,0.0
rotVec,927633274677421,0.008880572,0.17732063,0.9841033,0.004387388
linAcc,927633274677421,0.3322673,0.16319323,1.082715,0.0
gyr,927633274677421,0.11789699,-0.1863139,0.08124508,0.0
acc,927633276677656,0.50517654,3.5936968,10.271125,0.0
gyr,927633276677656,0.1282817,-0.19242255,0.07147124,0.0
acc,927633278678867,0.5410896,3.6032736,10.2735195,0.0
gyr,927633278678867,0.13133603,-0.19425514,0.059864793,0.0
acc,927633280679843,0.5722142,3.6152446,10.275913,0.0
gyr,927633280679843,0.13744467,-0.19914207,0.04520403,0.0
acc,927633282680156,0.59376204,3.6296098,10.283096,0.0
rotVec,927633282680156,0.010136046,0.17761753,0.98403,0.0058630547
linAcc,927633282680156,0.4185605,0.20041251,1.0972214,0.0
gyr,927633282680156,0.14477506,-0.19914207,0.029321533,0.0
acc,927633284679635,0.60812724,3.6391866,10.283096,0.0
gyr,927633284679960,0.14538592,-0.20097467,0.022602014,0.0
acc,927633286680039,0.62488663,3.6511576,10.28549,0.0
gyr,927633286680039,0.15027285,-0.204029,0.005497787,0.0
acc,927633288677135,0.6344634,3.6942532,10.295067,0.0
gyr,927633288680546,0.15149458,-0.20525073,-0.008552114,0.0
acc,927633290681445,0.62488663,3.7229836,10.30225,0.0
rotVec,927633290681445,0.011084673,0.17803986,0.983943,0.0059258216
linAcc,927633290681445,0.43166322,0.2858162,1.1197157,0.0
gyr,927633290681445,0.15515977,-0.20830505,-0.025045475,0.0
acc,927633292681523,0.60333884,3.7541082,10.30225,0.0
gyr,927633292681523,0.15454891,-0.20891592,-0.03970624,0.0
acc,927633294681562,0.5793968,3.7732618,10.292673,0.0
gyr,927633294681562,0.15699236,-0.20952678,-0.050701816,0.0
acc,927633296681953,0.5602432,3.7972038,10.2974615,0.0
gyr,927633296681953,0.15760323,-0.20586158,-0.06047566,0.0
acc,927633298682617,0.5482722,3.809175,10.290278,0.0
gyr,927633298682617,0.15943582,-0.20280726,-0.073303826,0.0
rotVec,927633298682617,0.0119844265,0.1785391,0.98384017,0.0062194364
linAcc,927633298682617,0.3387953,0.3625598,1.1116428,0.0
acc,927633300682851,0.5386954,3.8259344,10.2974615,0.0
gyr,927633300682851,0.16065755,-0.204029,-0.08002335,0.0
acc,927633302683476,0.5386954,3.8235402,10.292673,0.0
gyr,927633302683476,0.15821409,-0.20097467,-0.08979719,0.0
acc,927633304684296,0.5386954,3.8187518,10.290278,0.0
gyr,927633304684296,0.16065755,-0.19853121,-0.092240654,0.0
acc,927633306684843,0.5386954,3.8187518,10.275913,0.0
rotVec,927633306684843,0.013013243,0.17907135,0.983719,0.007825328
linAcc,927633306684843,0.31510216,0.3617561,1.1015148,0.0
gyr,927633306684843,0.16249016,-0.1966986,-0.099571034,0.0
acc,927633308685312,0.5434838,3.8259344,10.251971,0.0
gyr,927633308685312,0.16432275,-0.19608775,-0.10567969,0.0
acc,927633310686171,0.5602432,3.8043866,10.228029,0.0
gyr,927633310686171,0.16432275,-0.19486602,-0.112399206,0.0
acc,927633312686015,0.56982,3.799598,10.189722,0.0
gyr,927633312686015,0.16554448,-0.20097467,-0.1160644,0.0
acc,927633314687148,0.5793968,3.775656,10.160992,0.0
rotVec,927633314687148,0.013785356,0.17965193,0.98359805,0.008371398
linAcc,927633314687148,0.34295234,0.30761862,0.99108505,0.0
gyr,927633314687148,0.16737708,-0.20525073,-0.12461651,0.0
acc,927633316687265,0.59855044,3.751714,10.1226845,0.0
gyr,927633316687265,0.1685988,-0.20830505,-0.13072516,0.0
acc,927633318687656,0.59136784,3.7205894,10.0748005,0.0
gyr,927633318687656,0.16554448,-0.21013765,-0.13561209,0.0
acc,927633320688085,0.581791,3.6942532,10.012551,0.0
gyr,927633320688085,0.1685988,-0.21746802,-0.13988814,0.0
acc,927633322689609,0.5650316,3.6583402,9.967062,0.0
rotVec,927633322689609,0.0149648925,0.1802124,0.98345196,0.01104277
linAcc,927633322689609,0.315409,0.17902923,0.80177593,0.0
gyr,927633322689609,0.16371189,-0.22174409,-0.14477506,0.0
acc,927633324690898,0.5626374,3.6511576,9.945514,0.0
gyr,927633324690898,0.15821409,-0.226631,-0.14721853,0.0
acc,927633326691835,0.5602432,3.596091,9.900024,0.0
gyr,927633326691835,0.15454891,-0.23090707,-0.14905111,0.0
acc,927633328692968,0.557849,3.5529952,9.849746,0.0
gyr,927633328692968,0.14721853,-0.2321288,-0.15210545,0.0
acc,927633330693125,0.5506664,3.5075054,9.782708,0.0
rotVec,927633330693125,0.015849808,0.18073136,0.9833344,0.01176396
linAcc,927633330693125,0.28668028,0.0181849,0.62163067,0.0
gyr,927633330693125,0.13683382,-0.23640485,-0.15454891,0.0
acc,927633332693593,0.5386954,3.4596214,9.725247,0.0
gyr,927633332693593,0.12583824,-0.2406809,-0.15454891,0.0
acc,927633334694531,0.5410896,3.4117374,9.65821,0.0
gyr,927633334694531,0.10873401,-0.24495697,-0.15821409,0.0
acc,927633336694453,0.545878,3.3686419,9.598354,0.0
gyr,927633336694453,0.09162979,-0.24984388,-0.15943582,0.0
acc,927633338694765,0.5674258,3.3183637,9.533711,0.0
rotVec,927633338694765,0.01682494,0.18103287,0.9832534,0.0125230625
linAcc,927633338694765,0.28742447,-0.17695951,0.37539864,0.0
gyr,927633338694765,0.07086037,-0.25534168,-0.16310102,0.0
acc,927633340695585,0.58657944,3.265691,9.483433,0.0
gyr,927633340695585,0.048258353,-0.25900686,-0.16432275,0.0
acc,927633342695742,0.61052144,3.2225955,9.440337,0.0
gyr,927633342695742,0.021380283,-0.26206118,-0.16798794,0.0
acc,927633344696562,0.641646,3.1794999,9.399636,0.0
gyr,927633344696562,-0.01038471,-0.26267207,-0.1704314,0.0
acc,927633346697187,0.6560113,3.1555579,9.378088,0.0
rotVec,927633346697187,0.018412959,0.18085918,0.9832066,0.015993262
linAcc,927633346697187,0.35766914,-0.337893,0.21963978,0.0
gyr,927633346697187,-0.023823744,-0.26511553,-0.17348573,0.0
acc,927633348697890,0.6775591,3.107674,9.332599,0.0
gyr,927633348697890,-0.0580322,-0.2669481,-0.17470746,0.0
acc,927633350698750,0.7158663,3.0573955,9.308656,0.0
gyr,927633350698750,-0.09162979,-0.2657264,-0.1777618,0.0
acc,927633352690885,0.7398083,2.9951463,9.279925,0.0
gyr,927633352698828,-0.13194689,-0.26816985,-0.18203785,0.0
acc,927633354698320,0.7781156,2.9257145,9.26556,0.0
rotVec,927633354698320,0.01964192,0.1801315,0.9833025,0.016823422
linAcc,927633354698320,0.45874196,-0.5547478,0.10287666,0.0
