sensor,ts_ns,x,y,z,w
acc,927626052889127,-0.30166942,1.1420342,9.787497,0.0
gyr,927626052908125,0.042760566,-0.010995574,0.004276057,0.0
acc,927626054908984,-0.29448682,1.13964,9.753978,0.0
gyr,927626054908984,0.04337143,-0.012217305,0.004886922,0.0
acc,927626056894517,-0.29688102,1.1468226,9.7324295,0.0
gyr,927626056909023,0.043982297,-0.007941248,0.004886922,0.0
acc,927626058909609,-0.30885202,1.1444284,9.696517,0.0
rotVec,927626058909609,0.01784888,-0.055445764,-0.9973314,0.04401536
linAcc,927626058909609,-0.007576376,0.044447303,-0.04358864,0.0
gyr,927626058909609,0.044593163,-0.0061086523,0.005497787,0.0
acc,927626060911015,-0.31124622,1.1372458,9.67018,0.0
gyr,927626060911015,0.0421497,-0.0036651916,0.004276057,0.0
acc,927626062912031,-0.3184288,1.1348516,9.653421,0.0
gyr,927626062912031,0.040927973,-0.005497787,0.004276057,0.0
acc,927626064890494,-0.320823,1.1324574,9.622296,0.0
gyr,927626064911250,0.040317107,-0.004886922,0.002443461,0.0
acc,927626066911484,-0.320823,1.127669,9.586384,0.0
rotVec,927626066911484,0.017833244,-0.05561522,-0.9973218,0.044025462
linAcc,927626066911484,-0.020013899,0.024393559,-0.15336418,0.0
gyr,927626066911484,0.03970624,-6.1086525E-4,0.0036651916,0.0
acc,927626068888189,-0.31603462,1.127669,9.581595,0.0
gyr,927626068911757,0.035430185,-0.0012217305,0.0061086523,0.0
acc,927626070911953,-0.31364042,1.1324574,9.581595,0.0
gyr,927626070911953,0.031154128,0.0018325958,0.004886922,0.0
acc,927626072886861,-0.30406362,1.127669,9.593566,0.0
gyr,927626072911835,0.028710667,0.0036651916,0.002443461,0.0
acc,927626074912851,-0.29927522,1.1109096,9.591172,0.0
rotVec,927626074912851,0.017840568,-0.05575056,-0.99731344,0.0440404
linAcc,927626074912851,0.0015410483,0.004984498,-0.14827442,0.0
gyr,927626074912851,0.02321288,0.004276057,0.0036651916,0.0
acc,927626076895260,-0.29927522,1.1085154,9.605537,0.0
gyr,927626076913515,0.02443461,0.005497787,0.004886922,0.0
acc,927626078914648,-0.2825158,1.1180922,9.627085,0.0
gyr,927626078914648,0.021380283,0.005497787,0.004886922,0.0
acc,927626080914843,-0.2896984,1.1180922,9.646238,0.0
gyr,927626080914843,0.018325957,0.007941248,0.002443461,0.0
acc,927626082915390,-0.29448682,1.1180922,9.674969,0.0
rotVec,927626082915390,0.017863678,-0.05583811,-0.99730873,0.044025525
linAcc,927626082915390,0.0067204833,0.0104448795,-0.06427002,0.0
gyr,927626082915390,0.015271631,0.009162978,6.1086525E-4,0.0
acc,927626084915156,-0.29688102,1.115698,9.679757,0.0
gyr,927626084915156,0.015271631,0.009162978,0.0012217305,0.0
acc,927626086915507,-0.30645782,1.1228806,9.701305,0.0
gyr,927626086915507,0.015882496,0.009773844,0.0018325958,0.0
acc,927626088895181,-0.31603462,1.127669,9.737218,0.0
gyr,927626088915820,0.015882496,0.01038471,0.0012217305,0.0
acc,927626090915820,-0.31603462,1.1324574,9.77792,0.0
rotVec,927626090915820,0.017904537,-0.055898663,-0.99730444,0.04403144
linAcc,927626090915820,-0.014088333,0.023593068,0.0388422,0.0
gyr,927626090915820,0.016493361,0.009773844,0.0,0.0
acc,927626092904517,-0.33039984,1.1372458,9.78989,0.0
gyr,927626092916250,0.017715093,0.0067195175,-6.1086525E-4,0.0
acc,927626094916992,-0.33039984,1.1444284,9.797073,0.0
gyr,927626094916992,0.018936822,0.004276057,6.1086525E-4,0.0
acc,927626096909127,-0.33758244,1.1492168,9.809045,0.0
gyr,927626096917421,0.021380283,0.0036651916,0.0012217305,0.0
acc,927626098917929,-0.33279404,1.151611,9.828198,0.0
rotVec,927626098917929,0.017932124,-0.05597195,-0.9972998,0.04403269
linAcc,927626098917929,-0.030374438,0.04129386,0.08930111,0.0
gyr,927626098917929,0.02321288,6.1086525E-4,0.002443461,0.0
acc,927626100918515,-0.32561144,1.151611,9.816227,0.0
gyr,927626100918515,0.02443461,-0.002443461,0.0012217305,0.0
acc,927626102919765,-0.32321724,1.1540052,9.8042555,0.0
gyr,927626102919765,0.02687807,-0.002443461,0.002443461,0.0
acc,927626104920273,-0.32561144,1.1540052,9.8042555,0.0
gyr,927626104920273,0.028099801,-0.005497787,0.0030543262,0.0
acc,927626106920585,-0.320823,1.1659763,9.818622,0.0
rotVec,927626106920585,0.017920313,-0.05607808,-0.9972984,0.04393172
linAcc,927626106920585,-0.018615544,0.05363047,0.07994938,0.0
gyr,927626106920585,0.027488936,-0.004276057,6.1086525E-4,0.0
acc,927626108919687,-0.320823,1.1803415,9.809045,0.0
gyr,927626108919687,0.028710667,-0.004276057,0.0012217305,0.0
acc,927626110919531,-0.3184288,1.1803415,9.8042555,0.0
gyr,927626110919531,0.029932396,-0.0036651916,0.0030543262,0.0
acc,927626112902017,-0.32561144,1.1827357,9.787497,0.0
gyr,927626112919257,0.03176499,-0.004886922,0.0018325958,0.0
acc,927626114918554,-0.32800564,1.1755531,9.782708,0.0
rotVec,927626114918554,0.017908689,-0.05619888,-0.9972917,0.043935347
linAcc,927626114918554,-0.026135981,0.060860515,0.044293404,0.0
gyr,927626114918554,0.031154128,-0.0030543262,0.002443461,0.0
acc,927626116890924,-0.32561144,1.1707647,9.758766,0.0
gyr,927626116918867,0.034208454,-0.004276057,0.0030543262,0.0
acc,927626118920312,-0.33039984,1.1731589,9.737218,0.0
gyr,927626118920312,0.032986723,-0.0036651916,0.0012217305,0.0
acc,927626120920195,-0.33039984,1.1779473,9.722853,0.0
gyr,927626120920195,0.03481932,-0.0036651916,0.002443461,0.0
acc,927626122919921,-0.33039984,1.1683705,9.725247,0.0
rotVec,927626122919921,0.017965836,-0.05631505,-0.99723256,0.045091502
linAcc,927626122919921,-0.028810292,0.051014304,-0.012870789,0.0
gyr,927626122919921,0.03359759,-0.0036651916,0.0030543262,0.0
acc,927626124920078,-0.33039984,1.1707647,9.718064,0.0
gyr,927626124920078,0.03359759,0.0,0.0018325958,0.0
acc,927626126920937,-0.33039984,1.1659763,9.715671,0.0
gyr,927626126920937,0.032986723,6.1086525E-4,0.0018325958,0.0
acc,927626128914635,-0.33279404,1.1587936,9.718064,0.0
gyr,927626128920664,0.03359759,0.0,0.002443461,0.0
acc,927626130921328,-0.320823,1.1492168,9.710882,0.0
rotVec,927626130921328,0.01797022,-0.05645207,-0.9972244,0.04509801
linAcc,927626130921328,-0.019279003,0.029183507,-0.026929855,0.0
gyr,927626130921328,0.032986723,0.002443461,0.002443461,0.0
acc,927626132907799,-0.31124622,1.13964,9.713276,0.0
gyr,927626132922265,0.032986723,0.0036651916,0.0012217305,0.0
acc,927626134922968,-0.29448682,1.151611,9.701305,0.0
gyr,927626134922968,0.030543262,0.004276057,0.002443461,0.0
acc,927626136913424,-0.29448682,1.1540052,9.7084875,0.0
gyr,927626136924023,0.032375857,0.0067195175,0.0018325958,0.0
acc,927626138925468,-0.29927522,1.1683705,9.718064,0.0
rotVec,927626138925468,0.017994305,-0.056583907,-0.9972162,0.045104545
linAcc,927626138925468,0.0026131272,0.04574406,-0.01943779,0.0
gyr,927626138925468,0.029321533,0.0061086523,0.002443461,0.0
acc,927626140926093,-0.29927522,1.1731589,9.727641,0.0
gyr,927626140926093,0.031154128,0.009162978,6.1086525E-4,0.0
acc,927626142926406,-0.29927522,1.1731589,9.734824,0.0
gyr,927626142926406,0.028099801,0.009773844,0.0018325958,0.0
acc,927626144926718,-0.29927522,1.1731589,9.751583,0.0
gyr,927626144926718,0.028710667,0.013439035,0.002443461,0.0
acc,927626146926171,-0.29927522,1.1731589,9.7563715,0.0
rotVec,927626146926171,0.018080812,-0.056690384,-0.99717456,0.045849923
linAcc,927626146926171,0.0033673346,0.048155427,0.019165993,0.0
gyr,927626146926171,0.031154128,0.014049901,0.0012217305,0.0
acc,927626148899713,-0.30166942,1.1803415,9.763555,0.0
gyr,927626148925234,0.030543262,0.013439035,0.0018325958,0.0
acc,927626150925625,-0.30885202,1.1923125,9.77792,0.0
gyr,927626150925625,0.031154128,0.010995574,0.0030543262,0.0
acc,927626152922252,-0.31124622,1.1851299,9.801862,0.0
gyr,927626152925117,0.029932396,0.013439035,0.0036651916,0.0
acc,927626154925820,-0.31364042,1.1779473,9.818622,0.0
rotVec,927626154925820,0.018138917,-0.05681555,-0.9971659,0.0458604
linAcc,927626154925820,-0.009988755,0.05044949,0.081736565,0.0
gyr,927626154925820,0.032986723,0.01160644,0.004276057,0.0
acc,927626156907486,-0.3184288,1.1755531,9.828198,0.0
gyr,927626156925156,0.03726278,0.012217305,0.0067195175,0.0
acc,927626158925234,-0.320823,1.1755531,9.837775,0.0
gyr,927626158925234,0.036651913,0.01038471,0.005497787,0.0
acc,927626160925117,-0.32800564,1.1779473,9.844957,0.0
gyr,927626160925117,0.039095376,0.010995574,0.0061086523,0.0
acc,927626162925820,-0.33758244,1.1851299,9.847352,0.0
rotVec,927626162925820,0.018323325,-0.056921676,-0.99704623,0.048197158
linAcc,927626162925820,-0.03307146,0.05468452,0.11083603,0.0
gyr,927626162925820,0.040927973,0.01160644,0.009162978,0.0
acc,927626164926718,-0.34955344,1.1851299,9.861717,0.0
gyr,927626164926718,0.044593163,0.012217305,0.01038471,0.0
acc,927626166927812,-0.34955344,1.1899183,9.861717,0.0
gyr,927626166927812,0.045814894,0.01282817,0.010995574,0.0
acc,927626168916627,-0.34476504,1.2042835,9.873688,0.0
gyr,927626168928085,0.047647487,0.013439035,0.012217305,0.0
acc,927626170929609,-0.33997664,1.2162545,9.876082,0.0
rotVec,927626170929609,0.01838219,-0.05710466,-0.9970327,0.04823932
linAcc,927626170929609,-0.03453961,0.08217502,0.14001751,0.0
gyr,927626170929609,0.05131268,0.012217305,0.012217305,0.0
acc,927626172930273,-0.34476504,1.2090719,9.866506,0.0
gyr,927626172930273,0.053145275,0.010995574,0.015271631,0.0
acc,927626174930507,-0.32800564,1.2186487,9.854534,0.0
gyr,927626174930507,0.058643065,0.009773844,0.016493361,0.0
acc,927626176930859,-0.33279404,1.2282255,9.828198,0.0
gyr,927626176930859,0.059253927,0.01038471,0.014049901,0.0
acc,927626178932148,-0.33758244,1.2401965,9.811439,0.0
rotVec,927626178932148,0.018436963,-0.05733465,-0.9970157,0.048295494
linAcc,927626178932148,-0.031361222,0.10156655,0.07592964,0.0
gyr,927626178932148,0.058643065,0.01038471,0.017104227,0.0
acc,927626180932695,-0.33279404,1.2282255,9.794679,0.0
gyr,927626180932695,0.06291912,0.0061086523,0.017104227,0.0
acc,927626182933046,-0.33518824,1.2210429,9.78989,0.0
gyr,927626182933046,0.06536258,0.0067195175,0.019547688,0.0
acc,927626184926197,-0.33758244,1.2210429,9.768343,0.0
gyr,927626184934648,0.06780604,0.004276057,0.017715093,0.0
acc,927626186935468,-0.33039984,1.2234371,9.7563715,0.0
rotVec,927626186935468,0.01854847,-0.057576552,-0.9969361,0.049592443
linAcc,927626186935468,-0.02372086,0.07958937,0.02148819,0.0
gyr,927626186935468,0.06841691,0.007330383,0.020158553,0.0
acc,927626188931978,-0.32561144,1.2186487,9.739613,0.0
gyr,927626188936054,0.06780604,0.007330383,0.018936822,0.0
acc,927626190936328,-0.320823,1.2090719,9.706094,0.0
gyr,927626190936328,0.06963864,0.007330383,0.019547688,0.0
acc,927626192926080,-0.32800564,1.2162545,9.679757,0.0
gyr,927626192937148,0.070249505,0.0067195175,0.02076942,0.0
acc,927626194937929,-0.32800564,1.2210429,9.660604,0.0
rotVec,927626194937929,0.018591946,-0.057863995,-0.99691486,0.049668018
linAcc,927626194937929,-0.020849645,0.07152891,-0.07359791,0.0
gyr,927626194937929,0.069027774,0.009773844,0.019547688,0.0
acc,927626196925064,-0.31603462,1.2234371,9.629479,0.0
gyr,927626196939492,0.06841691,0.01038471,0.018936822,0.0
acc,927626198940703,-0.30885202,1.2234371,9.622296,0.0
gyr,927626198940703,0.06536258,0.008552114,0.02076942,0.0
acc,927626200941562,-0.30406362,1.2210429,9.600749,0.0
gyr,927626200941562,0.065973446,0.014049901,0.019547688,0.0
acc,927626202943164,-0.30166942,1.2234371,9.588778,0.0
rotVec,927626202943164,0.018636443,-0.05814883,-0.99690384,0.04953949
linAcc,927626202943164,0.0062217116,0.068369985,-0.14474297,0.0
gyr,927626202943164,0.06291912,0.015271631,0.02076942,0.0
acc,927626204943736,-0.29927522,1.2138603,9.572019,0.0
gyr,927626204944023,0.061086524,0.015271631,0.018325957,0.0
acc,927626206945390,-0.29927522,1.2234371,9.572019,0.0
gyr,927626206945390,0.058643065,0.015271631,0.019547688,0.0
acc,927626208947265,-0.29927522,1.2258313,9.56723,0.0
gyr,927626208947265,0.056199603,0.015271631,0.017104227,0.0
acc,927626210948867,-0.29688102,1.2282255,9.55047,0.0
rotVec,927626210948867,0.018708764,-0.058401138,-0.99688405,0.049614176
linAcc,927626210948867,0.012086213,0.06815016,-0.18241978,0.0
gyr,927626210948867,0.05681047,0.014660766,0.017104227,0.0
acc,927626212934478,-0.29688102,1.2330139,9.552865,0.0
gyr,927626212949179,0.052534413,0.02076942,0.018936822,0.0
acc,927626214950273,-0.2873042,1.2234371,9.560047,0.0
gyr,927626214950273,0.05009095,0.018936822,0.017715093,0.0
acc,927626216950937,-0.2801216,1.2186487,9.560047,0.0
gyr,927626216950937,0.04886922,0.019547688,0.018936822,0.0
acc,927626218952500,-0.2825158,1.2282255,9.560047,0.0
rotVec,927626218952500,0.018790497,-0.05862425,-0.99686575,0.04968726
linAcc,927626218952500,0.027741551,0.063702345,-0.17227077,0.0
gyr,927626218952500,0.048258353,0.018325957,0.017715093,0.0
acc,927626220953359,-0.2873042,1.2306197,9.560047,0.0
gyr,927626220953359,0.04520403,0.018936822,0.016493361,0.0
acc,927626222955546,-0.2825158,1.2186487,9.55047,0.0
gyr,927626222955546,0.044593163,0.02076942,0.017715093,0.0
acc,927626224942525,-0.2777274,1.2186487,9.548077,0.0
gyr,927626224957304,0.039095376,0.018325957,0.015882496,0.0
acc,927626226958085,-0.272939,1.2258313,9.536105,0.0
rotVec,927626226958085,0.018869957,-0.058818076,-0.9968502,0.049741
linAcc,927626226958085,0.038615346,0.05743909,-0.19570732,0.0
gyr,927626226958085,0.040927973,0.022602014,0.015882496,0.0
acc,927626228958046,-0.2705448,1.2258313,9.526528,0.0
gyr,927626228958046,0.040927973,0.023823744,0.014049901,0.0
acc,927626230958242,-0.2801216,1.2234371,9.519346,0.0
gyr,927626230958242,0.03726278,0.021380283,0.013439035,0.0
acc,927626232958554,-0.2896984,1.2162545,9.516952,0.0
gyr,927626232958554,0.03604105,0.02443461,0.017104227,0.0
acc,927626234959257,-0.2873042,1.2138603,9.512163,0.0
rotVec,927626234959257,0.01896381,-0.058989353,-0.9968352,0.049804255
linAcc,927626234959257,0.02583927,0.04202175,-0.21918392,0.0
gyr,927626234959257,0.03604105,0.019547688,0.014049901,0.0
acc,927626236932330,-0.2896984,1.2090719,9.507375,0.0
gyr,927626236960351,0.03359759,0.02076942,0.014660766,0.0
acc,927626238961445,-0.28491,1.2066777,9.49301,0.0
gyr,927626238961445,0.03176499,0.019547688,0.014660766,0.0
acc,927626240962109,-0.2777274,1.1971009,9.485827,0.0
gyr,927626240962109,0.029932396,0.016493361,0.016493361,0.0
acc,927626242962812,-0.2753332,1.1923125,9.490616,0.0
rotVec,927626242962812,0.01903864,-0.059135728,-0.9968221,0.0498626
linAcc,927626242962812,0.03905776,0.017532349,-0.24033737,0.0
gyr,927626242962812,0.02565634,0.01160644,0.015271631,0.0
acc,927626244948150,-0.28491,1.1875241,9.490616,0.0
gyr,927626244962500,0.02565634,0.009773844,0.014660766,0.0
acc,927626246962343,-0.2777274,1.1827357,9.481039,0.0
gyr,927626246962343,0.025045475,0.01160644,0.014660766,0.0
acc,927626248947720,-0.2753332,1.2042835,9.49301,0.0
gyr,927626248961757,0.020158553,0.0067195175,0.014660766,0.0
acc,927626250962304,-0.2705448,1.2114661,9.507375,0.0
rotVec,927626250962304,0.01907351,-0.05925019,-0.9968116,0.049922843
linAcc,927626250962304,0.04434201,0.03440368,-0.22328568,0.0
gyr,927626250962304,0.019547688,0.007941248,0.014049901,0.0
acc,927626252942799,-0.2657564,1.2090719,9.497798,0.0
gyr,927626252961757,0.021380283,0.007941248,0.014660766,0.0
acc,927626254961875,-0.25378537,1.2090719,9.490616,0.0
gyr,927626254961875,0.015271631,0.004886922,0.014049901,0.0
acc,927626256949361,-0.25857377,1.2138603,9.485827,0.0
gyr,927626256961875,0.014049901,0.009162978,0.014049901,0.0
acc,927626258961328,-0.25617957,1.2114661,9.478644,0.0
rotVec,927626258961328,0.019094711,-0.05934087,-0.99680287,0.049980775
linAcc,927626258961328,0.058962226,0.032598615,-0.2517891,0.0
gyr,927626258961328,0.010995574,0.007330383,0.01282817,0.0
acc,927626260961171,-0.25857377,1.2090719,9.490616,0.0
gyr,927626260961171,0.007941248,0.0036651916,0.014049901,0.0
acc,927626262960429,-0.2681506,1.2018893,9.500193,0.0
gyr,927626262960429,0.004886922,0.002443461,0.012217305,0.0
acc,927626264945103,-0.2777274,1.1875241,9.504981,0.0
gyr,927626264959882,0.002443461,0.002443461,0.01160644,0.0
acc,927626266960078,-0.2705448,1.1875241,9.509769,0.0
rotVec,927626266960078,0.0191075,-0.059384305,-0.9967904,0.050173245
linAcc,927626266960078,0.0445756,0.0077371597,-0.2205534,0.0
gyr,927626266960078,-6.1086525E-4,0.0036651916,0.01160644,0.0
acc,927626268942760,-0.2657564,1.1755531,9.52174,0.0
gyr,927626268960039,-0.0036651916,0.0030543262,0.012217305,0.0
acc,927626270960742,-0.2633622,1.1731589,9.52174,0.0
gyr,927626270960742,-0.0061086523,0.0018325958,0.012217305,0.0
acc,927626272945924,-0.25139117,1.1683705,9.531317,0.0
gyr,927626272960625,-0.0061086523,0.0036651916,0.012217305,0.0
acc,927626274960859,-0.24420857,1.1683705,9.524135,0.0
rotVec,927626274960859,0.01910359,-0.05938641,-0.99678785,0.050223436
linAcc,927626274960859,0.0707739,-0.011469603,-0.2061863,0.0
gyr,927626274960859,-0.01160644,0.0012217305,0.013439035,0.0
acc,927626276961015,-0.23942018,1.1707647,9.519346,0.0
gyr,927626276961015,-0.014660766,0.0,0.010995574,0.0
acc,927626278961484,-0.22984336,1.1731589,9.528923,0.0
gyr,927626278961484,-0.016493361,0.0,0.009773844,0.0
acc,927626280962070,-0.22505496,1.1683705,9.526528,0.0
gyr,927626280962070,-0.020158553,0.0,0.01038471,0.0
acc,927626282963242,-0.22505496,1.1707647,9.5385,0.0
rotVec,927626282963242,0.019097352,-0.05933818,-0.9967755,0.05052618
linAcc,927626282963242,0.08949612,-0.008225322,-0.1919384,0.0
gyr,927626282963242,-0.021380283,-6.1086525E-4,0.009773844,0.0
acc,927626284946822,-0.22984336,1.1731589,9.555259,0.0
gyr,927626284963281,-0.025045475,6.1086525E-4,0.007941248,0.0
acc,927626286963710,-0.22266077,1.1659763,9.572019,0.0
gyr,927626286963710,-0.027488936,-0.0012217305,0.008552114,0.0
acc,927626288951041,-0.23223756,1.1659763,9.593566,0.0
gyr,927626288964257,-0.029932396,-0.0030543262,0.007330383,0.0
acc,927626290965546,-0.23463176,1.1659763,9.605537,0.0
rotVec,927626290965546,0.019065607,-0.059253644,-0.99677926,0.05056292
linAcc,927626290965546,0.07934119,-0.0113476515,-0.12512112,0.0
gyr,927626290965546,-0.032375857,-0.004886922,0.005497787,0.0
acc,927626292950611,-0.23702596,1.163582,9.627085,0.0
gyr,927626292966367,-0.03359759,-0.007330383,0.0067195175,0.0
acc,927626294966757,-0.23463176,1.163582,9.655815,0.0
gyr,927626294966757,-0.032986723,-0.007941248,0.005497787,0.0
acc,927626296949752,-0.24181437,1.1492168,9.694122,0.0
gyr,927626296967226,-0.032375857,-0.009162978,0.004886922,0.0
acc,927626298967539,-0.24420857,1.1492168,9.713276,0.0
rotVec,927626298967539,0.019006459,-0.05914,-0.9967859,0.05058779
linAcc,927626298967539,0.06869432,-0.02584374,-0.017690659,0.0
gyr,927626298967539,-0.032375857,-0.01038471,0.004276057,0.0
acc,927626300966914,-0.25617957,1.1659763,9.722853,0.0
gyr,927626300966914,-0.03176499,-0.008552114,0.005497787,0.0
acc,927626302966406,-0.260968,1.1707647,9.730036,0.0
gyr,927626302966406,-0.031154128,-0.009773844,0.005497787,0.0
acc,927626304954283,-0.260968,1.1659763,9.734824,0.0
gyr,927626304966523,-0.029932396,-0.007330383,0.0067195175,0.0
acc,927626306966679,-0.2681506,1.1587936,9.734824,0.0
rotVec,927626306966679,0.018934898,-0.05903279,-0.99679863,0.050490428
linAcc,927626306966679,0.043577135,-0.014078617,0.0035552979,0.0
gyr,927626306966679,-0.02687807,-0.008552114,0.004886922,0.0
acc,927626308954478,-0.2633622,1.1587936,9.744401,0.0
gyr,927626308966679,-0.02687807,-0.009773844,0.004886922,0.0
acc,927626310968164,-0.2753332,1.163582,9.7563715,0.0
gyr,927626310968164,-0.02687807,-0.01160644,0.004276057,0.0
acc,927626312952408,-0.2801216,1.1659763,9.763555,0.0
gyr,927626312968710,-0.02687807,-0.009162978,0.004276057,0.0
acc,927626314969765,-0.29688102,1.1540052,9.763555,0.0
rotVec,927626314969765,0.018872956,-0.05893746,-0.9968044,0.05050956
linAcc,927626314969765,0.013710111,-0.016955614,0.032019615,0.0
gyr,927626314969765,-0.021991149,-0.01160644,0.004276057,0.0
acc,927626316953424,-0.30166942,1.1444284,9.753978,0.0
gyr,927626316969492,-0.021991149,-0.014049901,0.004886922,0.0
acc,927626318970625,-0.31364042,1.1444284,9.7324295,0.0
gyr,927626318970625,-0.02076942,-0.015271631,0.0030543262,0.0
acc,927626320971328,-0.31364042,1.1348516,9.7084875,0.0
gyr,927626320971328,-0.022602014,-0.017715093,0.0036651916,0.0
acc,927626322972500,-0.31124622,1.127669,9.691729,0.0
rotVec,927626322972500,0.018792879,-0.05886075,-0.9968141,0.050438963
linAcc,927626322972500,-0.0020596087,-0.04169786,-0.040042877,0.0
gyr,927626322972500,-0.02076942,-0.018936822,0.004276057,0.0
acc,927626324960181,-0.31124622,1.13964,9.679757,0.0
gyr,927626324973242,-0.022602014,-0.020158553,0.004886922,0.0
acc,927626326973632,-0.32561144,1.1468226,9.662998,0.0
gyr,927626326973632,-0.019547688,-0.020158553,0.005497787,0.0
acc,927626328964635,-0.320823,1.1540052,9.648633,0.0
gyr,927626328974101,-0.02321288,-0.018325957,0.0061086523,0.0
acc,927626330974296,-0.3184288,1.1540052,9.634268,0.0
rotVec,927626330974296,0.018703721,-0.058782943,-0.9968193,0.050457146
linAcc,927626330974296,-0.010927379,-0.013764977,-0.09774876,0.0
gyr,927626330974296,-0.02443461,-0.019547688,0.007941248,0.0
acc,927626332962291,-0.320823,1.1540052,9.627085,0.0
gyr,927626332974726,-0.026267206,-0.021380283,0.007941248,0.0
acc,927626334974414,-0.30166942,1.151611,9.617508,0.0
gyr,927626334974414,-0.02687807,-0.018936822,0.008552114,0.0
acc,927626336974335,-0.2777274,1.13964,9.607931,0.0
gyr,927626336974335,-0.028099801,-0.017715093,0.008552114,0.0
acc,927626338974375,-0.25139117,1.1252748,9.595961,0.0
rotVec,927626338974375,0.018611804,-0.058685303,-0.9968253,0.05048793
linAcc,927626338974375,0.054376602,-0.040513635,-0.13634872,0.0
gyr,927626338974375,-0.029932396,-0.018325957,0.009162978,0.0
acc,927626340974140,-0.24660277,1.115698,9.593566,0.0
gyr,927626340974140,-0.031154128,-0.017104227,0.007330383,0.0
acc,927626342974140,-0.22744916,1.1013328,9.588778,0.0
gyr,927626342974140,-0.03176499,-0.017715093,0.0067195175,0.0
acc,927626344956510,-0.21068975,1.1013328,9.586384,0.0
gyr,927626344974023,-0.034208454,-0.018936822,0.004276057,0.0
acc,927626346974765,-0.20829555,1.0989386,9.576807,0.0
rotVec,927626346974765,0.018511754,-0.058567706,-0.99684024,0.05036584
linAcc,927626346974765,0.09577826,-0.064424396,-0.15584469,0.0
gyr,927626346974765,-0.03604105,-0.018325957,0.002443461,0.0
acc,927626348971744,-0.20829555,1.0989386,9.572019,0.0
gyr,927626348975312,-0.03604105,-0.019547688,0.0018325958,0.0
acc,927626350976679,-0.22266077,1.0965444,9.56723,0.0
gyr,927626350976679,-0.03604105,-0.021380283,0.0012217305,0.0
acc,927626352968424,-0.22266077,1.1061212,9.569624,0.0
gyr,927626352977617,-0.035430185,-0.020158553,0.0018325958,0.0
acc,927626354977929,-0.22744916,1.1228806,9.552865,0.0
rotVec,927626354977929,0.018411277,-0.05843096,-0.9968499,0.05037201
linAcc,927626354977929,0.074791685,-0.037722945,-0.18017292,0.0
gyr,927626354977929,-0.03604105,-0.021991149,0.002443461,0.0
acc,927626356966627,-0.23223756,1.1348516,9.545682,0.0
gyr,927626356977929,-0.040317107,-0.020158553,0.0030543262,0.0
acc,927626358978437,-0.22266077,1.13964,9.55047,0.0
gyr,927626358978437,-0.0421497,-0.015882496,6.1086525E-4,0.0
acc,927626360979023,-0.21547815,1.1444284,9.552865,0.0
gyr,927626360979023,-0.042760566,-0.012217305,-0.002443461,0.0
acc,927626362979687,-0.23223756,1.1587936,9.545682,0.0
rotVec,927626362979687,0.018316891,-0.0582786,-0.99686086,0.050364256
linAcc,927626362979687,0.06832121,0.0012524128,-0.18777275,0.0
gyr,927626362979687,-0.04520403,-0.010995574,-0.002443461,0.0
acc,927626364960806,-0.24660277,1.1587936,9.560047,0.0
gyr,927626364980546,-0.048258353,-0.009773844,-6.1086525E-4,0.0
acc,927626366980976,-0.2633622,1.1587936,9.576807,0.0
gyr,927626366980976,-0.048258353,-0.007330383,0.0,0.0
acc,927626368968502,-0.2825158,1.151611,9.576807,0.0
gyr,927626368982382,-0.04886922,-0.0061086523,0.002443461,0.0
acc,927626370984257,-0.30645782,1.1492168,9.591172,0.0
rotVec,927626370984257,0.018263064,-0.058095116,-0.99687254,0.050365813
linAcc,927626370984257,-0.00676775,-0.0046976805,-0.14274025,0.0
gyr,927626370984257,-0.047647487,-0.0036651916,0.004886922,0.0
acc,927626372977056,-0.31364042,1.1420342,9.610326,0.0
gyr,927626372985859,-0.05009095,-0.004276057,0.007941248,0.0
acc,927626374986953,-0.30885202,1.1420342,9.619903,0.0
gyr,927626374986953,-0.04886922,0.0012217305,0.008552114,0.0
acc,927626376987734,-0.2896984,1.1252748,9.64145,0.0
gyr,927626376987734,-0.049480084,-0.0012217305,0.009773844,0.0
acc,927626378988125,-0.272939,1.1109096,9.660604,0.0
rotVec,927626378988125,0.018233843,-0.057904437,-0.9968824,0.050400637
linAcc,927626378988125,0.02633205,-0.039271355,-0.07376385,0.0
gyr,927626378988125,-0.04520403,0.0030543262,0.009162978,0.0
acc,927626380988281,-0.272939,1.1133038,9.682152,0.0
gyr,927626380988281,-0.047036625,0.004276057,0.009773844,0.0
acc,927626382989062,-0.260968,1.1013328,9.706094,0.0
gyr,927626382989062,-0.044593163,0.007941248,0.008552114,0.0
acc,927626384990117,-0.25378537,1.1085154,9.722853,0.0
gyr,927626384990117,-0.042760566,0.009162978,0.005497787,0.0
acc,927626386990859,-0.25617957,1.1061212,9.725247,0.0
rotVec,927626386990859,0.018237162,-0.057727452,-0.9968902,0.050448716
linAcc,927626386990859,0.043279707,-0.04062879,-0.009518623,0.0
gyr,927626386990859,-0.039095376,0.012217305,0.005497787,0.0
acc,927626388979947,-0.25857377,1.103727,9.722853,0.0
gyr,927626388991093,-0.036651913,0.017715093,0.004886922,0.0
acc,927626390992187,-0.25857377,1.0965444,9.727641,0.0
gyr,927626390992187,-0.034208454,0.017104227,0.0061086523,0.0
acc,927626392974439,-0.25617957,1.091756,9.7324295,0.0
